codigo,codigo_pai,nome,situacao,nivel,tem_filhos,caminho
12304,12300,Intérprete/Tradutor,A,4,False,Magistrado > Decisão > Nomeação > Intérprete/Tradutor
12305,12300,Outros auxiliares de justiça,A,4,False,Magistrado > Decisão > Nomeação > Outros auxiliares de justiça
12306,12300,Perito,A,4,False,Magistrado > Decisão > Nomeação > Perito
12307,3,Decretação de revelia,A,3,False,Magistrado > Decisão > Decretação de revelia
12308,817,Substituição/Sucessão da Parte,A,4,False,Magistrado > Decisão > Concessão > Substituição/Sucessão da Parte
12309,12103,Retirada,A,4,False,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Pauta > Retirada
12310,11009,Pauta,A,3,True,Magistrado > Despacho > Pauta
12311,12310,Pedido de inclusão,A,4,False,Magistrado > Despacho > Pauta > Pedido de inclusão
12312,12310,Retirar pedido de inclusão,A,4,False,Magistrado > Despacho > Pauta > Retirar pedido de inclusão
12313,12310,Pedido de Inclusão em Pauta de Sessão Virtual,A,4,False,Magistrado > Despacho > Pauta > Pedido de Inclusão em Pauta de Sessão Virtual
12314,12310,Pedido de Retirada de Pauta de Sessão Virtual,A,4,False,Magistrado > Despacho > Pauta > Pedido de Retirada de Pauta de Sessão Virtual
12315,48,Devolvidos os autos,A,3,False,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Devolvidos os autos
12316,48,Notificação Inicial,I,3,False,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Notificação Inicial
12317,48,Notificação inicial com liminar,I,3,False,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Notificação inicial com liminar
12318,3,Reconhecimento de prevenção,A,3,False,Magistrado > Decisão > Reconhecimento de prevenção
12319,218,Não conhecimento do pedido,A,4,False,Magistrado > Julgamento > Sem Resolução de Mérito > Não conhecimento do pedido
12320,3,Denegação de prevenção,A,3,False,Magistrado > Decisão > Denegação de prevenção
12321,385,Parecer,A,4,True,Magistrado > Julgamento > Com Resolução do Mérito > Parecer
12322,12321,Favorável,A,5,False,Magistrado > Julgamento > Com Resolução do Mérito > Parecer > Favorável
12323,12321,Favorável em parte,A,5,False,Magistrado > Julgamento > Com Resolução do Mérito > Parecer > Favorável em parte
12324,12321,Desfavorável,A,5,False,Magistrado > Julgamento > Com Resolução do Mérito > Parecer > Desfavorável
12325,456,Perda do objeto,A,5,False,Magistrado > Julgamento > Sem Resolução de Mérito > Extinção > Perda do objeto
12326,385,Consulta,A,4,True,Magistrado > Julgamento > Com Resolução do Mérito > Consulta
12327,12326,Respondida,A,5,False,Magistrado > Julgamento > Com Resolução do Mérito > Consulta > Respondida
12328,12326,Respondida em parte,A,5,False,Magistrado > Julgamento > Com Resolução do Mérito > Consulta > Respondida em parte
12329,385,Pedido conhecido em parte e procedente,A,4,False,Magistrado > Julgamento > Com Resolução do Mérito > Pedido conhecido em parte e procedente
12330,385,Pedido conhecido em parte e procedente em parte,A,4,False,Magistrado > Julgamento > Com Resolução do Mérito > Pedido conhecido em parte e procedente em parte
12331,385,Pedido conhecido em parte e improcedente,A,4,False,Magistrado > Julgamento > Com Resolução do Mérito > Pedido conhecido em parte e improcedente
12332,3,Prorrogado prazo de conclusão,A,3,False,Magistrado > Decisão > Prorrogado prazo de conclusão
12359,3,Liminar Prejudicada,A,3,False,Magistrado > Decisão > Liminar Prejudicada
12387,3,Decisão de Saneamento e Organização,A,3,False,Magistrado > Decisão > Decisão de Saneamento e Organização
12421,1013,Juízo provisório para medidas urgentes,A,4,False,Magistrado > Decisão > Determinação > Juízo provisório para medidas urgentes
12422,1013,Devolução da carta rogatória ao juízo rogante,A,4,False,Magistrado > Decisão > Determinação > Devolução da carta rogatória ao juízo rogante
12425,3,Unificação de Medidas Socioeducativas,A,3,True,Magistrado > Decisão > Unificação de Medidas Socioeducativas
12427,207,Agravo em recurso especial ,A,4,False,Magistrado > Decisão > Não-Admissão > Agravo em recurso especial 
12428,206,Reclamação,A,4,False,Magistrado > Decisão > Admissão > Reclamação
12429,206,Embargos de Divergência,A,4,False,Magistrado > Decisão > Admissão > Embargos de Divergência
12430,1013,Arquivamento,A,4,False,Magistrado > Decisão > Determinação > Arquivamento
12431,206,Embargos ,A,4,False,Magistrado > Decisão > Admissão > Embargos 
12432,3,Afetação,A,3,False,Magistrado > Decisão > Afetação
12433,385,Conjunto Agravo e Recurso Especial,A,4,True,Magistrado > Julgamento > Com Resolução do Mérito > Conjunto Agravo e Recurso Especial
12434,12433,Conhecimento para dar provimento ao Recurso Especial ,A,5,False,Magistrado > Julgamento > Com Resolução do Mérito > Conjunto Agravo e Recurso Especial > Conhecimento para dar provimento ao Recurso Especial 
12435,12433,Conhecimento para negar provimento ao recurso especial,A,5,False,Magistrado > Julgamento > Com Resolução do Mérito > Conjunto Agravo e Recurso Especial > Conhecimento para negar provimento ao recurso especial
12436,12433,Conhecimento para não conhecer do Recurso Especial,A,5,False,Magistrado > Julgamento > Com Resolução do Mérito > Conjunto Agravo e Recurso Especial > Conhecimento para não conhecer do Recurso Especial
12437,12433,Conhecimento para determinar sua autuação como Recurso Especial,I,5,False,Magistrado > Julgamento > Com Resolução do Mérito > Conjunto Agravo e Recurso Especial > Conhecimento para determinar sua autuação como Recurso Especial
12438,12433,conhecimento para dar parcial provimento ao recurso especial,A,5,False,Magistrado > Julgamento > Com Resolução do Mérito > Conjunto Agravo e Recurso Especial > conhecimento para dar parcial provimento ao recurso especial
12439,12433,conhecimento para conhecer em parte o recurso especial e dar provimento ,A,5,False,Magistrado > Julgamento > Com Resolução do Mérito > Conjunto Agravo e Recurso Especial > conhecimento para conhecer em parte o recurso especial e dar provimento 
12440,12433,conhecimento para conhecer em parte o recurso especial e negar provimento,A,5,False,Magistrado > Julgamento > Com Resolução do Mérito > Conjunto Agravo e Recurso Especial > conhecimento para conhecer em parte o recurso especial e negar provimento
12441,12433,Conhecimento para conhecer o recurso especial,A,5,False,Magistrado > Julgamento > Com Resolução do Mérito > Conjunto Agravo e Recurso Especial > Conhecimento para conhecer o recurso especial
12442,12433,conhecimento para conhecer em parte o recurso especial ,A,5,False,Magistrado > Julgamento > Com Resolução do Mérito > Conjunto Agravo e Recurso Especial > conhecimento para conhecer em parte o recurso especial 
12443,12433,conhecimento em parte para dar provimento ao recurso especial,A,5,False,Magistrado > Julgamento > Com Resolução do Mérito > Conjunto Agravo e Recurso Especial > conhecimento em parte para dar provimento ao recurso especial
12444,3,deferimento,A,3,False,Magistrado > Decisão > deferimento
12445,206,Recurso Ordinário,A,4,False,Magistrado > Decisão > Admissão > Recurso Ordinário
12446,206,Afetação tornada sem efeito,A,4,False,Magistrado > Decisão > Admissão > Afetação tornada sem efeito
12447,1008,pagamento,I,4,False,Magistrado > Decisão > Autorização > pagamento
12448,1013,Demonstração de existência de repercussão geral e  manifestação sobre a questão constitucional,A,4,False,Magistrado > Decisão > Determinação > Demonstração de existência de repercussão geral e  manifestação sobre a questão constitucional
12449,11010,expedição de alvará de levantamento,I,4,False,Magistrado > Despacho > Mero expediente > expedição de alvará de levantamento
12450,385,impugnação à execução,A,4,True,Magistrado > Julgamento > Com Resolução do Mérito > impugnação à execução
12451,12450,Procedência,A,5,False,Magistrado > Julgamento > Com Resolução do Mérito > impugnação à execução > Procedência
12452,12450,procedência parcial,A,5,False,Magistrado > Julgamento > Com Resolução do Mérito > impugnação à execução > procedência parcial
12453,12450,improcedência,A,5,False,Magistrado > Julgamento > Com Resolução do Mérito > impugnação à execução > improcedência
12454,206,Pedido de Uniformização de Interpretação de Lei,A,4,False,Magistrado > Decisão > Admissão > Pedido de Uniformização de Interpretação de Lei
12455,3,Indeferimento,A,3,False,Magistrado > Decisão > Indeferimento
12456,207,Recurso Ordinário,A,4,False,Magistrado > Decisão > Não-Admissão > Recurso Ordinário
12457,1013,Expedição de precatório/rpv,A,4,False,Magistrado > Decisão > Determinação > Expedição de precatório/rpv
12458,218,Não conhecimento do habeas corpus,A,4,False,Magistrado > Julgamento > Sem Resolução de Mérito > Não conhecimento do habeas corpus
12459,218,Prejudicado,A,4,False,Magistrado > Julgamento > Sem Resolução de Mérito > Prejudicado
12467,378,Desistência de pedido,A,4,False,Magistrado > Decisão > Homologação > Desistência de pedido
12472,1013,Devolução dos autos à origem ,A,4,False,Magistrado > Decisão > Determinação > Devolução dos autos à origem 
12473,7,agravo em recurso especial ,A,4,False,Magistrado > Decisão > Conversão > agravo em recurso especial 
12474,1013,Distribuição,A,4,False,Magistrado > Decisão > Determinação > Distribuição
12475,210,Habeas Corpus de ofício,A,5,False,Magistrado > Julgamento > Com Resolução do Mérito > Concessão > Habeas Corpus de ofício
12476,378,Medida Protetiva da Lei Maria da Penha Determinada por Autoridade Policial,A,4,False,Magistrado > Decisão > Homologação > Medida Protetiva da Lei Maria da Penha Determinada por Autoridade Policial
12477,3,Não-Homologação,A,3,True,Magistrado > Decisão > Não-Homologação
12478,12477,Medida protetiva determinada por autoridade policia,I,4,False,Magistrado > Decisão > Não-Homologação > Medida protetiva determinada por autoridade policia
12479,157,Medida Protetiva da Lei Maria da Penha Determinada por Autoridade Policial,A,4,False,Magistrado > Decisão > Revogação > Medida Protetiva da Lei Maria da Penha Determinada por Autoridade Policial
12522,14,Auxiliar da Justiça,A,2,True,Serventuário > Auxiliar da Justiça
12523,12522,Conciliador,A,3,True,Serventuário > Auxiliar da Justiça > Conciliador
12524,12522,Juiz Leigo,A,3,True,Serventuário > Auxiliar da Justiça > Juiz Leigo
12525,12522,Mediador,A,3,True,Serventuário > Auxiliar da Justiça > Mediador
12526,12525,Conciliação,A,4,True,Serventuário > Auxiliar da Justiça > Mediador > Conciliação
12527,12525,Mediação,A,4,True,Serventuário > Auxiliar da Justiça > Mediador > Mediação
12528,12523,Conciliação,A,4,True,Serventuário > Auxiliar da Justiça > Conciliador > Conciliação
12529,12524,Decisão,A,4,False,Serventuário > Auxiliar da Justiça > Juiz Leigo > Decisão
12530,12524,Conciliação,A,4,True,Serventuário > Auxiliar da Justiça > Juiz Leigo > Conciliação
12531,12528,Frutífera,A,5,False,Serventuário > Auxiliar da Justiça > Conciliador > Conciliação > Frutífera
12532,12528,Infrutífera,A,5,False,Serventuário > Auxiliar da Justiça > Conciliador > Conciliação > Infrutífera
12533,12530,Frutífera,A,5,False,Serventuário > Auxiliar da Justiça > Juiz Leigo > Conciliação > Frutífera
12534,12530,Infrutífera,A,5,False,Serventuário > Auxiliar da Justiça > Juiz Leigo > Conciliação > Infrutífera
12535,12526,Frutífera,A,5,False,Serventuário > Auxiliar da Justiça > Mediador > Conciliação > Frutífera
12536,12526,Infrutífera,A,5,False,Serventuário > Auxiliar da Justiça > Mediador > Conciliação > Infrutífera
12537,12527,Não-realizada,I,5,True,Serventuário > Auxiliar da Justiça > Mediador > Mediação > Não-realizada
12538,12537,Infrutífera,I,6,False,Serventuário > Auxiliar da Justiça > Mediador > Mediação > Não-realizada > Infrutífera
12539,12527,Infrutífera,A,5,False,Serventuário > Auxiliar da Justiça > Mediador > Mediação > Infrutífera
12540,12527,Frutífera,A,5,False,Serventuário > Auxiliar da Justiça > Mediador > Mediação > Frutífera
12548,11009,Expedição de alvará de levantamento,A,3,False,Magistrado > Despacho > Expedição de alvará de levantamento
12606,48,Remessa negociação consumidor.gov.br,A,3,False,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Remessa negociação consumidor.gov.br
12607,48,Recebimento negociação consumidor.gov.br,A,3,False,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Recebimento negociação consumidor.gov.br
12608,12528,Parcial,A,5,False,Serventuário > Auxiliar da Justiça > Conciliador > Conciliação > Parcial
12609,12530,Parcial,A,5,False,Serventuário > Auxiliar da Justiça > Juiz Leigo > Conciliação > Parcial
12610,12526,Parcial,A,5,False,Serventuário > Auxiliar da Justiça > Mediador > Conciliação > Parcial
12611,12527,Parcial,A,5,False,Serventuário > Auxiliar da Justiça > Mediador > Mediação > Parcial
12614,48,Remessa para o CEJUSC ou Centros de Conciliação/Mediação,A,3,False,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Remessa para o CEJUSC ou Centros de Conciliação/Mediação
12615,385,Composição Civil,I,4,False,Magistrado > Julgamento > Com Resolução do Mérito > Composição Civil
12616,973,Composição Civil dos Danos,A,5,False,Magistrado > Julgamento > Com Resolução do Mérito > Extinção da Punibilidade ou da Pena > Composição Civil dos Danos
12617,456,Renúncia,I,5,False,Magistrado > Julgamento > Sem Resolução de Mérito > Extinção > Renúncia
12618,48,Remessa CEJUSC,I,3,False,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Remessa CEJUSC
12619,48,Recebimento do CEJUSC ou Centros de Conciliação/Mediação,A,3,False,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Recebimento do CEJUSC ou Centros de Conciliação/Mediação
12621,48,Recebimento no CEJUSC ou Centros de Conciliação/Mediação,A,3,False,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Recebimento no CEJUSC ou Centros de Conciliação/Mediação
12622,48,Remessa para Câmara de Conciliação/Mediação,A,3,False,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Remessa para Câmara de Conciliação/Mediação
12623,48,Recebimento de Câmara de Conciliação/Mediação,A,3,False,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Recebimento de Câmara de Conciliação/Mediação
12624,970,Audiência do art. 334 CPC,A,4,False,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Audiência > Audiência do art. 334 CPC
12646,1013,Determinada a Redistribuição,A,4,False,Magistrado > Decisão > Determinação > Determinada a Redistribuição
12647,3,Mantida a Distribuição do Processo,A,3,False,Magistrado > Decisão > Mantida a Distribuição do Processo
12648,1013,Determinação de Diligência,A,4,False,Magistrado > Decisão > Determinação > Determinação de Diligência
12649,385,Homologação do Pedido,A,4,False,Magistrado > Julgamento > Com Resolução do Mérito > Homologação do Pedido
12650,385,Não Homologado o Pedido,A,4,False,Magistrado > Julgamento > Com Resolução do Mérito > Não Homologado o Pedido
12651,385,Contas Não Prestação,A,4,False,Magistrado > Julgamento > Com Resolução do Mérito > Contas Não Prestação
12652,385,Contas Aprovadas,A,4,False,Magistrado > Julgamento > Com Resolução do Mérito > Contas Aprovadas
12653,385,Contas Desaprovadas,A,4,False,Magistrado > Julgamento > Com Resolução do Mérito > Contas Desaprovadas
12654,385,Contas Aprovadas com Ressalvas,A,4,False,Magistrado > Julgamento > Com Resolução do Mérito > Contas Aprovadas com Ressalvas
12655,48,Identificada Possível Dissidência Partidária,A,3,True,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Identificada Possível Dissidência Partidária
12656,12655,Partido Movimentado,I,4,False,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Identificada Possível Dissidência Partidária > Partido Movimentado
12657,48,Partido Movimentado,A,3,False,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Partido Movimentado
12658,48,Sistema de Candidaturas Fechado,A,3,False,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Sistema de Candidaturas Fechado
12659,48,Totalização de Eleições Efetuada,A,3,False,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Totalização de Eleições Efetuada
12660,12678,Deferimento do Pedido de Registro de Candidatura,A,5,False,Magistrado > Julgamento > Com Resolução do Mérito > Registro de Candidatura > Deferimento do Pedido de Registro de Candidatura
12661,385,Impugnação do Registro de Candidatura,A,4,True,Magistrado > Julgamento > Com Resolução do Mérito > Impugnação do Registro de Candidatura
12662,12678,Cassação do Registro de Candidatura,A,5,False,Magistrado > Julgamento > Com Resolução do Mérito > Registro de Candidatura > Cassação do Registro de Candidatura
12663,12678,Cancelamento do Pedido de Registro de Candidatura,A,5,False,Magistrado > Julgamento > Com Resolução do Mérito > Registro de Candidatura > Cancelamento do Pedido de Registro de Candidatura
12664,385,Movimentar Partido,A,4,False,Magistrado > Julgamento > Com Resolução do Mérito > Movimentar Partido
12665,385,Procedência da Impugnação (Registro Deferido),I,4,False,Magistrado > Julgamento > Com Resolução do Mérito > Procedência da Impugnação (Registro Deferido)
12666,12661,Procedência da Impugnação (Registro Deferido),A,5,False,Magistrado > Julgamento > Com Resolução do Mérito > Impugnação do Registro de Candidatura > Procedência da Impugnação (Registro Deferido)
12667,12661,Procedência da Impugnação (Registro Indeferido),A,5,False,Magistrado > Julgamento > Com Resolução do Mérito > Impugnação do Registro de Candidatura > Procedência da Impugnação (Registro Indeferido)
12668,12661,Procedência em Parte da Impugnação (Registro Deferido),A,5,False,Magistrado > Julgamento > Com Resolução do Mérito > Impugnação do Registro de Candidatura > Procedência em Parte da Impugnação (Registro Deferido)
12669,12661,Procedência em Parte da Impugnação (Registro Indeferido),A,5,False,Magistrado > Julgamento > Com Resolução do Mérito > Impugnação do Registro de Candidatura > Procedência em Parte da Impugnação (Registro Indeferido)
12670,12661,Procedência em Parte da Impugnação (Registro Cancelado),A,5,True,Magistrado > Julgamento > Com Resolução do Mérito > Impugnação do Registro de Candidatura > Procedência em Parte da Impugnação (Registro Cancelado)
12671,12670,Procedência em Parte da Impugnação (Registro Cassado),I,6,False,Magistrado > Julgamento > Com Resolução do Mérito > Impugnação do Registro de Candidatura > Procedência em Parte da Impugnação (Registro Cancelado) > Procedência em Parte da Impugnação (Registro Cassado)
12672,12661,Procedência em Parte da Impugnação (Registro Cassado),A,5,False,Magistrado > Julgamento > Com Resolução do Mérito > Impugnação do Registro de Candidatura > Procedência em Parte da Impugnação (Registro Cassado)
12673,12661,Não-Procedência da Impugnação (Registro Deferido),A,5,False,Magistrado > Julgamento > Com Resolução do Mérito > Impugnação do Registro de Candidatura > Não-Procedência da Impugnação (Registro Deferido)
12674,12661,Não-Procedência da Impugnação (Registro Indeferido),A,5,False,Magistrado > Julgamento > Com Resolução do Mérito > Impugnação do Registro de Candidatura > Não-Procedência da Impugnação (Registro Indeferido)
12675,12661,Não-Procedência da Impugnação (Registro Cancelado),A,5,False,Magistrado > Julgamento > Com Resolução do Mérito > Impugnação do Registro de Candidatura > Não-Procedência da Impugnação (Registro Cancelado)
12676,12661,Não-Procedência da Impugnação (Registro Cassado),A,5,False,Magistrado > Julgamento > Com Resolução do Mérito > Impugnação do Registro de Candidatura > Não-Procedência da Impugnação (Registro Cassado)
12677,12661,Procedência da Impugnação (Registro Cancelado),A,5,False,Magistrado > Julgamento > Com Resolução do Mérito > Impugnação do Registro de Candidatura > Procedência da Impugnação (Registro Cancelado)
12678,385,Registro de Candidatura,A,4,True,Magistrado > Julgamento > Com Resolução do Mérito > Registro de Candidatura
12679,12678,Provimento (Registro Deferido),A,5,False,Magistrado > Julgamento > Com Resolução do Mérito > Registro de Candidatura > Provimento (Registro Deferido)
12680,12678,Provimento (Registro Indeferido),A,5,False,Magistrado > Julgamento > Com Resolução do Mérito > Registro de Candidatura > Provimento (Registro Indeferido)
12681,12678,Provimento (Registro Cancelado),A,5,False,Magistrado > Julgamento > Com Resolução do Mérito > Registro de Candidatura > Provimento (Registro Cancelado)
12682,12678,Provimento (Registro Cassado),A,5,False,Magistrado > Julgamento > Com Resolução do Mérito > Registro de Candidatura > Provimento (Registro Cassado)
12683,12678,Provimento (Registro Sem Julgamento),A,5,False,Magistrado > Julgamento > Com Resolução do Mérito > Registro de Candidatura > Provimento (Registro Sem Julgamento)
12684,12678,Provimento em Parte (Registro Deferido),A,5,False,Magistrado > Julgamento > Com Resolução do Mérito > Registro de Candidatura > Provimento em Parte (Registro Deferido)
12685,12678,Provimento em Parte (Registro Indeferido),A,5,False,Magistrado > Julgamento > Com Resolução do Mérito > Registro de Candidatura > Provimento em Parte (Registro Indeferido)
12686,12678,Provimento em Parte (Registro Cancelado),A,5,False,Magistrado > Julgamento > Com Resolução do Mérito > Registro de Candidatura > Provimento em Parte (Registro Cancelado)
12687,12678,Provimento em Parte (Registro Cassado),A,5,False,Magistrado > Julgamento > Com Resolução do Mérito > Registro de Candidatura > Provimento em Parte (Registro Cassado)
12688,12678,Provimento em Parte (Registro Sem Julgamento),A,5,False,Magistrado > Julgamento > Com Resolução do Mérito > Registro de Candidatura > Provimento em Parte (Registro Sem Julgamento)
12689,12678,Não-Provimento (Registro Deferido),A,5,False,Magistrado > Julgamento > Com Resolução do Mérito > Registro de Candidatura > Não-Provimento (Registro Deferido)
12690,12678,Não-Provimento (Registro Indeferido),A,5,False,Magistrado > Julgamento > Com Resolução do Mérito > Registro de Candidatura > Não-Provimento (Registro Indeferido)
12691,12678,Não-Provimento (Registro Cancelado),A,5,False,Magistrado > Julgamento > Com Resolução do Mérito > Registro de Candidatura > Não-Provimento (Registro Cancelado)
12692,12678,Não-Provimento (Registro Cassado),A,5,False,Magistrado > Julgamento > Com Resolução do Mérito > Registro de Candidatura > Não-Provimento (Registro Cassado)
12693,12678,Não-Provimento (Registro Sem Julgamento),A,5,False,Magistrado > Julgamento > Com Resolução do Mérito > Registro de Candidatura > Não-Provimento (Registro Sem Julgamento)
12694,12678,Acolhimento (Registro Deferido),A,5,False,Magistrado > Julgamento > Com Resolução do Mérito > Registro de Candidatura > Acolhimento (Registro Deferido)
12695,12678,Acolhimento (Registro Indeferido),A,5,False,Magistrado > Julgamento > Com Resolução do Mérito > Registro de Candidatura > Acolhimento (Registro Indeferido)
12696,12678,Acolhimento (Registro Cancelado),A,5,False,Magistrado > Julgamento > Com Resolução do Mérito > Registro de Candidatura > Acolhimento (Registro Cancelado)
12697,12678,Acolhimento (Registro Cassado),A,5,False,Magistrado > Julgamento > Com Resolução do Mérito > Registro de Candidatura > Acolhimento (Registro Cassado)
12698,12678,Acolhimento (Registro Sem Julgamento),A,5,False,Magistrado > Julgamento > Com Resolução do Mérito > Registro de Candidatura > Acolhimento (Registro Sem Julgamento)
12699,12678,Não-Acolhimento (Registro Deferido),A,5,False,Magistrado > Julgamento > Com Resolução do Mérito > Registro de Candidatura > Não-Acolhimento (Registro Deferido)
12700,12678,Não-Acolhimento (Registro Indeferido),A,5,False,Magistrado > Julgamento > Com Resolução do Mérito > Registro de Candidatura > Não-Acolhimento (Registro Indeferido)
12701,12678,Não-Acolhimento (Registro Cancelado),A,5,False,Magistrado > Julgamento > Com Resolução do Mérito > Registro de Candidatura > Não-Acolhimento (Registro Cancelado)
12702,12678,Não-Acolhimento (Registro Cassado),A,5,False,Magistrado > Julgamento > Com Resolução do Mérito > Registro de Candidatura > Não-Acolhimento (Registro Cassado)
12703,12678,Não-Acolhimento (Registro Sem Julgamento),A,5,False,Magistrado > Julgamento > Com Resolução do Mérito > Registro de Candidatura > Não-Acolhimento (Registro Sem Julgamento)
12704,12678,Anulação de Acórdão (Registro Deferido),I,5,False,Magistrado > Julgamento > Com Resolução do Mérito > Registro de Candidatura > Anulação de Acórdão (Registro Deferido)
12705,12678,Anulação de Acórdão (Registro Indeferido),I,5,False,Magistrado > Julgamento > Com Resolução do Mérito > Registro de Candidatura > Anulação de Acórdão (Registro Indeferido)
12706,12678,Anulação de Acórdão (Registro Cancelado),I,5,False,Magistrado > Julgamento > Com Resolução do Mérito > Registro de Candidatura > Anulação de Acórdão (Registro Cancelado)
12707,12678,Anulação de Acórdão (Registro Cassado),I,5,False,Magistrado > Julgamento > Com Resolução do Mérito > Registro de Candidatura > Anulação de Acórdão (Registro Cassado)
12708,12678,Anulação de Acórdão (Registro Sem Julgamento),I,5,False,Magistrado > Julgamento > Com Resolução do Mérito > Registro de Candidatura > Anulação de Acórdão (Registro Sem Julgamento)
12709,218,Registro de Candidatura,A,4,True,Magistrado > Julgamento > Sem Resolução de Mérito > Registro de Candidatura
12710,12709,Anulação de Acórdão (Registro Deferido),A,5,False,Magistrado > Julgamento > Sem Resolução de Mérito > Registro de Candidatura > Anulação de Acórdão (Registro Deferido)
12711,12709,Anulação de Acórdao (Registro Indeferido),A,5,False,Magistrado > Julgamento > Sem Resolução de Mérito > Registro de Candidatura > Anulação de Acórdao (Registro Indeferido)
12712,12709,Anulação de Acórdão (Registro Cancelado),A,5,False,Magistrado > Julgamento > Sem Resolução de Mérito > Registro de Candidatura > Anulação de Acórdão (Registro Cancelado)
12713,12709,Anulação de Acórdão (Registro Cassado),A,5,False,Magistrado > Julgamento > Sem Resolução de Mérito > Registro de Candidatura > Anulação de Acórdão (Registro Cassado)
12714,12709,Anulação de Acórdão (Registro Sem Julgamento),A,5,False,Magistrado > Julgamento > Sem Resolução de Mérito > Registro de Candidatura > Anulação de Acórdão (Registro Sem Julgamento)
12715,12709,Não Conhecimento (Registro Deferido),A,5,False,Magistrado > Julgamento > Sem Resolução de Mérito > Registro de Candidatura > Não Conhecimento (Registro Deferido)
12716,12709,Não Conhecimento (Registro Indeferido),A,5,False,Magistrado > Julgamento > Sem Resolução de Mérito > Registro de Candidatura > Não Conhecimento (Registro Indeferido)
12717,12709,Não Conhecimento (Registro Cancelado),A,5,False,Magistrado > Julgamento > Sem Resolução de Mérito > Registro de Candidatura > Não Conhecimento (Registro Cancelado)
12718,12709,Não Conhecimento (Registro Cassado),A,5,False,Magistrado > Julgamento > Sem Resolução de Mérito > Registro de Candidatura > Não Conhecimento (Registro Cassado)
12719,12709,Não Conhecimento (Registro Sem Julgamento),A,5,False,Magistrado > Julgamento > Sem Resolução de Mérito > Registro de Candidatura > Não Conhecimento (Registro Sem Julgamento)
12720,12709,Negação de Seguimento (Registro Deferido),A,5,False,Magistrado > Julgamento > Sem Resolução de Mérito > Registro de Candidatura > Negação de Seguimento (Registro Deferido)
12721,12709,Negação de Seguimento (Registro Indeferido),A,5,False,Magistrado > Julgamento > Sem Resolução de Mérito > Registro de Candidatura > Negação de Seguimento (Registro Indeferido)
12722,12709,Negação de Seguimento (Registro Cancelado),A,5,False,Magistrado > Julgamento > Sem Resolução de Mérito > Registro de Candidatura > Negação de Seguimento (Registro Cancelado)
12723,12709,Negação de Seguimento (Registro Cassado),A,5,False,Magistrado > Julgamento > Sem Resolução de Mérito > Registro de Candidatura > Negação de Seguimento (Registro Cassado)
12724,12709,Negação de Seguimento (Registro Sem Julgamento),A,5,False,Magistrado > Julgamento > Sem Resolução de Mérito > Registro de Candidatura > Negação de Seguimento (Registro Sem Julgamento)
12733,378,Homologação do Acordo de Não Persecução Penal,A,4,False,Magistrado > Decisão > Homologação > Homologação do Acordo de Não Persecução Penal
12734,157,Revogação do Acordo de Não Persecução Penal,A,4,False,Magistrado > Decisão > Revogação > Revogação do Acordo de Não Persecução Penal
12735,973,Cumprimento de ANPP,A,5,False,Magistrado > Julgamento > Com Resolução do Mérito > Extinção da Punibilidade ou da Pena > Cumprimento de ANPP
12736,3,Unificação de Processos de Execução,A,3,False,Magistrado > Decisão > Unificação de Processos de Execução
12737,157,Revogação da Suspensão Condicional do Processo,A,4,False,Magistrado > Decisão > Revogação > Revogação da Suspensão Condicional do Processo
12738,385,Homologação de Transação Penal,A,4,False,Magistrado > Julgamento > Com Resolução do Mérito > Homologação de Transação Penal
12739,970,Admonitória,A,4,False,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Audiência > Admonitória
12740,970,de Conciliação,A,4,False,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Audiência > de Conciliação
12741,970,de Acolhimento,A,4,False,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Audiência > de Acolhimento
12742,970,de Custódia,A,4,False,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Audiência > de Custódia
12743,970,de Interrogatório,A,4,False,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Audiência > de Interrogatório
12744,970,de Justificação,A,4,True,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Audiência > de Justificação
