codigo,codigo_pai,nome,situacao,nivel,tem_filhos,caminho
12745,970,do art. 16 da Lei 11.340,A,4,False,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Audiência > do art. 16 da Lei 11.340
12746,970,em Execução,A,4,False,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Audiência > em Execução
12747,970,Inicial,A,4,True,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Audiência > Inicial
12748,12747,de Instrução,I,5,False,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Audiência > Inicial > de Instrução
12749,970,de Instrução,A,4,False,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Audiência > de Instrução
12750,970,de Instrução e Julgamento,A,4,False,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Audiência > de Instrução e Julgamento
12751,970,de Julgamento,A,4,False,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Audiência > de Julgamento
12752,970,de Mediação,A,4,False,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Audiência > de Mediação
12753,970,Preliminar,A,4,False,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Audiência > Preliminar
12759,48,Realização de Procedimento Restaurativo,I,3,False,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Realização de Procedimento Restaurativo
12765,3,Envio para Juízo de Retratação ,I,3,True,Magistrado > Decisão > Envio para Juízo de Retratação 
12766,12765,Por Divergência de Entendimento com o STF,I,4,False,Magistrado > Decisão > Envio para Juízo de Retratação  > Por Divergência de Entendimento com o STF
12767,12765,Por Divergência de Entendimento com STJ,I,4,False,Magistrado > Decisão > Envio para Juízo de Retratação  > Por Divergência de Entendimento com STJ
12768,3,Manutenção de Acórdão,A,3,False,Magistrado > Decisão > Manutenção de Acórdão
12769,3,Desclassificação de Delito,A,3,False,Magistrado > Decisão > Desclassificação de Delito
12792,12661,Procedência da Impugnação (Registro Cassado),A,5,False,Magistrado > Julgamento > Com Resolução do Mérito > Impugnação do Registro de Candidatura > Procedência da Impugnação (Registro Cassado)
14091,48,Devolvidos os autos após Pedido de Vista,A,3,False,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Devolvidos os autos após Pedido de Vista
14092,1,Voto,A,2,True,Magistrado > Voto
14093,14092,Voto do Relator,A,3,False,Magistrado > Voto > Voto do Relator
14094,14092,Voto Divergente Vencedor,A,3,False,Magistrado > Voto > Voto Divergente Vencedor
14095,14092,Outros Votos,A,3,False,Magistrado > Voto > Outros Votos
14096,970,Audiência Pública,A,4,False,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Audiência > Audiência Pública
14099,385,Homologação de Acordo em Execução ou em Cumprimento de Sentença,A,4,False,Magistrado > Julgamento > Com Resolução do Mérito > Homologação de Acordo em Execução ou em Cumprimento de Sentença
14210,12678,Indeferimento do Pedido de Registro de Candidatura,A,5,False,Magistrado > Julgamento > Com Resolução do Mérito > Registro de Candidatura > Indeferimento do Pedido de Registro de Candidatura
14211,12678,Homologação da Renúncia ao Registro de Candidatura,A,5,False,Magistrado > Julgamento > Com Resolução do Mérito > Registro de Candidatura > Homologação da Renúncia ao Registro de Candidatura
14212,48,Sistema de Candidaturas Reaberto,A,3,False,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Sistema de Candidaturas Reaberto
14213,12678,Acolhimento em Parte (Registro Deferido),A,5,False,Magistrado > Julgamento > Com Resolução do Mérito > Registro de Candidatura > Acolhimento em Parte (Registro Deferido)
14214,12678,Acolhimento em Parte (Registro Indeferido),A,5,False,Magistrado > Julgamento > Com Resolução do Mérito > Registro de Candidatura > Acolhimento em Parte (Registro Indeferido)
14215,12678,Acolhimento em Parte (Registro Cancelado),A,5,False,Magistrado > Julgamento > Com Resolução do Mérito > Registro de Candidatura > Acolhimento em Parte (Registro Cancelado)
14216,12678,Acolhimento em Parte (Registro Cassado),A,5,False,Magistrado > Julgamento > Com Resolução do Mérito > Registro de Candidatura > Acolhimento em Parte (Registro Cassado)
14217,12678,Acolhimento em Parte (Registro sem Julgamento),A,5,False,Magistrado > Julgamento > Com Resolução do Mérito > Registro de Candidatura > Acolhimento em Parte (Registro sem Julgamento)
14218,12709,Anulação de Sentença (Registro Sem Julgamento),A,5,False,Magistrado > Julgamento > Sem Resolução de Mérito > Registro de Candidatura > Anulação de Sentença (Registro Sem Julgamento)
14219,385,Contas Regularizadas,A,4,False,Magistrado > Julgamento > Com Resolução do Mérito > Contas Regularizadas
14230,3,Apreciação de Questão Interlocutória,I,3,False,Magistrado > Decisão > Apreciação de Questão Interlocutória
14231,3,Impugnação ao Cumprimento de Sentença,A,3,True,Magistrado > Decisão > Impugnação ao Cumprimento de Sentença
14232,14231,Acolhimento,A,4,False,Magistrado > Decisão > Impugnação ao Cumprimento de Sentença > Acolhimento
14233,14231,Não-Acolhimento,A,4,False,Magistrado > Decisão > Impugnação ao Cumprimento de Sentença > Não-Acolhimento
14234,14231,Acolhimento em Parte,A,4,False,Magistrado > Decisão > Impugnação ao Cumprimento de Sentença > Acolhimento em Parte
14235,14231,Rejeição,A,4,False,Magistrado > Decisão > Impugnação ao Cumprimento de Sentença > Rejeição
14680,214,Exequatur,A,5,False,Magistrado > Julgamento > Com Resolução do Mérito > Concessão em Parte > Exequatur
14681,3,Descumprimento de Medida Protetiva da Lei Maria Penha,A,3,False,Magistrado > Decisão > Descumprimento de Medida Protetiva da Lei Maria Penha
14682,817,Medida Cautelar Diversa da Prisão,A,4,False,Magistrado > Decisão > Concessão > Medida Cautelar Diversa da Prisão
14683,157,Medida Cautelar Diversa da Prisão,A,4,False,Magistrado > Decisão > Revogação > Medida Cautelar Diversa da Prisão
14702,3,Incidente ou Cautelar - Procedimento Resolvido,A,3,False,Magistrado > Decisão > Incidente ou Cautelar - Procedimento Resolvido
14730,3,Homologação Parcial do Flagrante,I,3,False,Magistrado > Decisão > Homologação Parcial do Flagrante
14732,48,Conversão de Autos Físicos em Eletrônicos,A,3,False,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Conversão de Autos Físicos em Eletrônicos
14733,3,Prorrogação de Medida Protetiva,I,3,False,Magistrado > Decisão > Prorrogação de Medida Protetiva
14736,48,Inclusão no Juízo 100% Digital,A,3,False,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Inclusão no Juízo 100% Digital
14737,48,Exclusão do Juízo 100% Digital,A,3,False,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Exclusão do Juízo 100% Digital
14738,48,Retificação de Classe Processual,A,3,False,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Retificação de Classe Processual
14739,48,Evolução da Classe Processual,A,3,False,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Evolução da Classe Processual
14776,3,Homologação em Parte,A,3,False,Magistrado > Decisão > Homologação em Parte
14777,385,Sentença Estrangeira,A,4,False,Magistrado > Julgamento > Com Resolução do Mérito > Sentença Estrangeira
14778,385,Sentença Estrangeira,A,4,False,Magistrado > Julgamento > Com Resolução do Mérito > Sentença Estrangeira
14848,456,Ausência de Requerimento Administrativo Prévio,A,5,False,Magistrado > Julgamento > Sem Resolução de Mérito > Extinção > Ausência de Requerimento Administrativo Prévio
14901,48,Perícia,A,3,True,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Perícia
14902,48,Perícia,I,3,False,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Perícia
14903,14901,Determinada/Designada,A,4,False,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Perícia > Determinada/Designada
14904,14901,Agendada,A,4,False,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Perícia > Agendada
14905,14901,Realizada,A,4,False,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Perícia > Realizada
14906,14901,Cancelada,A,4,False,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Perícia > Cancelada
14907,14901,Reagendada,A,4,False,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Perícia > Reagendada
14908,14901,Não Realizada,A,4,False,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Perícia > Não Realizada
14937,385,Acolhimento da Justificativa do Mesário Faltoso ou Dispensa de Multa,A,4,False,Magistrado > Julgamento > Com Resolução do Mérito > Acolhimento da Justificativa do Mesário Faltoso ou Dispensa de Multa
14961,12281,Erro ou Recusa na Comunicação,A,4,False,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Comunicação eletrônica > Erro ou Recusa na Comunicação
14968,25,Por Incidente de Assunção de Competência - IAC,A,4,False,Magistrado > Decisão > Suspensão ou Sobrestamento > Por Incidente de Assunção de Competência - IAC
14969,25,Por Grupo de Representativos,A,4,False,Magistrado > Decisão > Suspensão ou Sobrestamento > Por Grupo de Representativos
14970,25,Por Controvérsia,A,4,False,Magistrado > Decisão > Suspensão ou Sobrestamento > Por Controvérsia
14971,25,Por Ação de Controle Concentrado de Constitucionalidade,A,4,False,Magistrado > Decisão > Suspensão ou Sobrestamento > Por Ação de Controle Concentrado de Constitucionalidade
14972,25,Por Decisão do Presidente do TST - SIRDR,A,4,False,Magistrado > Decisão > Suspensão ou Sobrestamento > Por Decisão do Presidente do TST - SIRDR
14973,25,Por Recurso de Revista Repetitivo,A,4,False,Magistrado > Decisão > Suspensão ou Sobrestamento > Por Recurso de Revista Repetitivo
14974,48,Levantamento da Causa Suspensiva ou de Sobrestamento,A,3,True,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Levantamento da Causa Suspensiva ou de Sobrestamento
14975,14974,Suspensão/Sobrestamento por Recurso Extraordinário com Repercussão Geral,A,4,False,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Levantamento da Causa Suspensiva ou de Sobrestamento > Suspensão/Sobrestamento por Recurso Extraordinário com Repercussão Geral
14976,14974,Suspensão/Sobrestamento por Recurso Especial Repetitivo,A,4,False,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Levantamento da Causa Suspensiva ou de Sobrestamento > Suspensão/Sobrestamento por Recurso Especial Repetitivo
14977,14974,Suspensão/Sobrestamento Determinada por Decisão do Presidente do STF - SIRDR,A,4,False,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Levantamento da Causa Suspensiva ou de Sobrestamento > Suspensão/Sobrestamento Determinada por Decisão do Presidente do STF - SIRDR
14978,14974,Suspensão/Sobrestamento Determinada por Decisão do Presidente do STJ - SIRDR,A,4,False,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Levantamento da Causa Suspensiva ou de Sobrestamento > Suspensão/Sobrestamento Determinada por Decisão do Presidente do STJ - SIRDR
14979,14974,Suspensão/Sobrestamento Determinada por Incidente de Assunção de Competência - IAC,A,4,False,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Levantamento da Causa Suspensiva ou de Sobrestamento > Suspensão/Sobrestamento Determinada por Incidente de Assunção de Competência - IAC
14980,14974,Suspensão/Sobrestamento Determinada por Grupo de Representativos,A,4,False,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Levantamento da Causa Suspensiva ou de Sobrestamento > Suspensão/Sobrestamento Determinada por Grupo de Representativos
14981,14974,Suspensão/Sobrestamento Determinada por Controvérsia,A,4,False,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Levantamento da Causa Suspensiva ou de Sobrestamento > Suspensão/Sobrestamento Determinada por Controvérsia
14982,14974,Suspensão/Sobrestamento Determinada por Ação de Controle Concentrado de Constitucionalidade  - STF,A,4,False,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Levantamento da Causa Suspensiva ou de Sobrestamento > Suspensão/Sobrestamento Determinada por Ação de Controle Concentrado de Constitucionalidade  - STF
14983,14974,Suspensão/Sobrestamento Determinada por Decisão do Presidente do TST - SIRDR,A,4,False,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Levantamento da Causa Suspensiva ou de Sobrestamento > Suspensão/Sobrestamento Determinada por Decisão do Presidente do TST - SIRDR
14984,14974,Suspensão/Sobrestamento Determinada por Recurso de Revista Repetitivo,A,4,False,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Levantamento da Causa Suspensiva ou de Sobrestamento > Suspensão/Sobrestamento Determinada por Recurso de Revista Repetitivo
14985,14974,Suspensão/Sobrestamento por Incidente de Resolução de Demandas Repetitivas,A,4,False,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Levantamento da Causa Suspensiva ou de Sobrestamento > Suspensão/Sobrestamento por Incidente de Resolução de Demandas Repetitivas
14997,861,Arquivamento Provisório - Aguardando Captura de Réu Condenado,A,4,False,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Arquivamento > Arquivamento Provisório - Aguardando Captura de Réu Condenado
14998,861,Arquivamento Provisório - Adolescente Aguardando Apreensão,A,4,False,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Arquivamento > Arquivamento Provisório - Adolescente Aguardando Apreensão
14999,48,Iniciada Tramitação Direta entre MP e Autoridade Policial,A,3,False,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Iniciada Tramitação Direta entre MP e Autoridade Policial
15000,48,Finalizada Tramitação Direta entre MP e Autoridade Policial,A,3,False,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Finalizada Tramitação Direta entre MP e Autoridade Policial
15009,11025,Por Impedimento ou Suspeição,A,4,False,Magistrado > Despacho > Suspensão ou Sobrestamento > Por Impedimento ou Suspeição
15021,12198,Destaque para Julgamento Presencial,A,4,False,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Deliberado em Sessão > Destaque para Julgamento Presencial
15022,385,Rejeição de Justificativa do Mesário Faltoso ou Manutenção de Multa,A,4,False,Magistrado > Julgamento > Com Resolução do Mérito > Rejeição de Justificativa do Mesário Faltoso ou Manutenção de Multa
15023,12678,DRAP Deferido,A,5,False,Magistrado > Julgamento > Com Resolução do Mérito > Registro de Candidatura > DRAP Deferido
15024,12678,DRAP Indeferido,A,5,False,Magistrado > Julgamento > Com Resolução do Mérito > Registro de Candidatura > DRAP Indeferido
15025,157,Revogação da Transação Penal,A,4,False,Magistrado > Decisão > Revogação > Revogação da Transação Penal
15026,385,Cancelamento de Inscrição Eleitoral,A,4,False,Magistrado > Julgamento > Com Resolução do Mérito > Cancelamento de Inscrição Eleitoral
15027,385,Manutenção da Inscrição Eleitoral,A,4,False,Magistrado > Julgamento > Com Resolução do Mérito > Manutenção da Inscrição Eleitoral
15028,385,Acolhimento de Pedido de Inclusão em Lista Especial,A,4,False,Magistrado > Julgamento > Com Resolução do Mérito > Acolhimento de Pedido de Inclusão em Lista Especial
15029,385,Indeferimento de Pedido de Inclusão em Lista Especial,A,4,False,Magistrado > Julgamento > Com Resolução do Mérito > Indeferimento de Pedido de Inclusão em Lista Especial
15030,385,Cancelamento de Filiação Partidária,A,4,False,Magistrado > Julgamento > Com Resolução do Mérito > Cancelamento de Filiação Partidária
15032,108,Manutenção da Prisão Preventiva,A,4,False,Magistrado > Decisão > Decretação de Prisão Criminal > Manutenção da Prisão Preventiva
15045,970,Audiência de Apresentação de Adolescente,A,4,False,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Audiência > Audiência de Apresentação de Adolescente
15049,970,Audiência Concentrada Protetiva,A,4,False,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Audiência > Audiência Concentrada Protetiva
15050,970,Audiência Concentrada Infracional,A,4,False,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Audiência > Audiência Concentrada Infracional
15057,206,Admissão de Recurso de Embargos à SDI/TST,A,4,False,Magistrado > Decisão > Admissão > Admissão de Recurso de Embargos à SDI/TST
15058,206,Admissão de Recurso de Embargos à SDC/TST,A,4,False,Magistrado > Decisão > Admissão > Admissão de Recurso de Embargos à SDC/TST
15059,207,Não Admissão de Recurso de Embargos à SDI/TST,A,4,False,Magistrado > Decisão > Não-Admissão > Não Admissão de Recurso de Embargos à SDI/TST
15060,207,Não Admissão de Recurso de Embargos à SDC/TST,A,4,False,Magistrado > Decisão > Não-Admissão > Não Admissão de Recurso de Embargos à SDC/TST
15061,3,Impugnação aos Cálculos de Liquidação,A,3,True,Magistrado > Decisão > Impugnação aos Cálculos de Liquidação
15062,15061,Acolhimento,A,4,False,Magistrado > Decisão > Impugnação aos Cálculos de Liquidação > Acolhimento
15063,15061,Acolhimento em Parte,A,4,False,Magistrado > Decisão > Impugnação aos Cálculos de Liquidação > Acolhimento em Parte
15064,15061,Não Acolhimento,A,4,False,Magistrado > Decisão > Impugnação aos Cálculos de Liquidação > Não Acolhimento
15065,15061,Não Admissão,A,4,False,Magistrado > Decisão > Impugnação aos Cálculos de Liquidação > Não Admissão
15067,25,REsp Sobrestado por Possível Prejudicialidade de RE,A,4,False,Magistrado > Decisão > Suspensão ou Sobrestamento > REsp Sobrestado por Possível Prejudicialidade de RE
15078,817,Substituição de Medida Socioeducativa,A,4,False,Magistrado > Decisão > Concessão > Substituição de Medida Socioeducativa
15079,817,Suspensão de Medida Socioeducativa,A,4,False,Magistrado > Decisão > Concessão > Suspensão de Medida Socioeducativa
15080,1013,Reavaliação de Medida Socioeducativa,A,4,False,Magistrado > Decisão > Determinação > Reavaliação de Medida Socioeducativa
15081,1013,Busca e Apreensão de Adolescente,A,4,False,Magistrado > Decisão > Determinação > Busca e Apreensão de Adolescente
15082,3,Revogação de Internação de Adolescente,A,3,False,Magistrado > Decisão > Revogação de Internação de Adolescente
15083,15232,Manutenção de Internação Provisória,A,4,False,Magistrado > Decisão > Manutenção da Internação > Manutenção de Internação Provisória
15084,3,Desinternação de Adolescente,A,3,False,Magistrado > Decisão > Desinternação de Adolescente
15085,1013,Emenda à Inicial,A,4,False,Magistrado > Decisão > Determinação > Emenda à Inicial
15086,3,Deferimento em Parte,A,3,False,Magistrado > Decisão > Deferimento em Parte
15092,48,Registro de Candidatura,A,3,True,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Registro de Candidatura
15093,15092,Cancelamento de Diplomação,A,4,False,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Registro de Candidatura > Cancelamento de Diplomação
15094,15092,Pendência de Diplomação,A,4,False,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Registro de Candidatura > Pendência de Diplomação
15095,15092,Diplomação,A,4,False,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Registro de Candidatura > Diplomação
15096,15092,Alteração da Declaração de Bens,A,4,False,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Registro de Candidatura > Alteração da Declaração de Bens
15097,15092,Alteração do Nome para Urna,A,4,False,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Registro de Candidatura > Alteração do Nome para Urna
15098,15092,Alteração da Foto,A,4,False,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Registro de Candidatura > Alteração da Foto
15099,15092,Alteração do Número do Candidato,A,4,False,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Registro de Candidatura > Alteração do Número do Candidato
15100,15092,Alteração da Data de Nascimento do Candidato,A,4,False,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Registro de Candidatura > Alteração da Data de Nascimento do Candidato
15101,12289,Conclusão,A,4,False,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Cancelamento > Conclusão
15102,48,Sessão Restaurativa,A,3,True,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Sessão Restaurativa
15103,888,Gratuidade da Justiça,A,4,False,Magistrado > Decisão > Concessão em parte > Gratuidade da Justiça
15157,15092,Registro de Falecimento,A,4,False,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Registro de Candidatura > Registro de Falecimento
15158,15092,Registro de Renúncia,A,4,False,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Registro de Candidatura > Registro de Renúncia
15162,3,Acolhimento de Embargos de Declaração,A,3,False,Magistrado > Decisão > Acolhimento de Embargos de Declaração
15163,3,Acolhimento em Parte de Embargos de Declaração,A,3,False,Magistrado > Decisão > Acolhimento em Parte de Embargos de Declaração
15164,3,Não Acolhimento de Embargos de Declaração,A,3,False,Magistrado > Decisão > Não Acolhimento de Embargos de Declaração
15165,385,Resolução Aprovada,A,4,False,Magistrado > Julgamento > Com Resolução do Mérito > Resolução Aprovada
15166,385,Resolução Desaprovada,A,4,False,Magistrado > Julgamento > Com Resolução do Mérito > Resolução Desaprovada
15168,12289,"De Liquidação, Cumprimento de Sentença ou Execução por Nulidade da Fase de Conhecimento ",A,4,False,"Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Cancelamento > De Liquidação, Cumprimento de Sentença ou Execução por Nulidade da Fase de Conhecimento "
15183,207,Pedido de Uniformização de Interpretação de Lei,A,4,False,Magistrado > Decisão > Não-Admissão > Pedido de Uniformização de Interpretação de Lei
15185,1,Cooperação Judiciária,A,2,False,Magistrado > Cooperação Judiciária
15186,48,Cooperação Judiciária,A,3,False,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Cooperação Judiciária
15188,970,Audiência de Depoimento Especial,A,4,False,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Audiência > Audiência de Depoimento Especial
15200,1013,Manutenção da Medida Socioeducativa,A,4,False,Magistrado > Decisão > Determinação > Manutenção da Medida Socioeducativa
15201,378,Homologação do Plano Individual de Atendimento (PIA),A,4,False,Magistrado > Decisão > Homologação > Homologação do Plano Individual de Atendimento (PIA)
15202,1013,Determinação de Alteração ou Complementação do Plano Individual de Atendimento (PIA),A,4,False,Magistrado > Decisão > Determinação > Determinação de Alteração ou Complementação do Plano Individual de Atendimento (PIA)
15203,3,Manutenção de Sentença/Decisão Anterior - Infância e Juventude,A,3,False,Magistrado > Decisão > Manutenção de Sentença/Decisão Anterior - Infância e Juventude
15204,25,Não Localização do Adolescente,A,4,False,Magistrado > Decisão > Suspensão ou Sobrestamento > Não Localização do Adolescente
15205,3,Manutenção de Acolhimento Institucional/em Família Acolhedora,A,3,False,Magistrado > Decisão > Manutenção de Acolhimento Institucional/em Família Acolhedora
15206,3,Desacolhimento Institucional/de Família Acolhedora,A,3,False,Magistrado > Decisão > Desacolhimento Institucional/de Família Acolhedora
15207,1008,Aproximação de Pretendente à Adoção,A,4,False,Magistrado > Decisão > Autorização > Aproximação de Pretendente à Adoção
15208,157,Aproximação de Pretendente à Adoção,A,4,False,Magistrado > Decisão > Revogação > Aproximação de Pretendente à Adoção
15209,1008,Busca Ativa para Adoção,A,4,False,Magistrado > Decisão > Autorização > Busca Ativa para Adoção
15210,157,Busca Ativa para Adoção,A,4,False,Magistrado > Decisão > Revogação > Busca Ativa para Adoção
15211,385,Procedência do Pedido com Aplicação de Medida Socioeducativa,A,4,False,Magistrado > Julgamento > Com Resolução do Mérito > Procedência do Pedido com Aplicação de Medida Socioeducativa
15212,385,Procedência do Pedido sem Aplicação de Medida Socioeducativa,A,4,False,Magistrado > Julgamento > Com Resolução do Mérito > Procedência do Pedido sem Aplicação de Medida Socioeducativa
15213,385,Procedência em Parte do Pedido com Aplicação de Medida Socioeducativa,A,4,False,Magistrado > Julgamento > Com Resolução do Mérito > Procedência em Parte do Pedido com Aplicação de Medida Socioeducativa
15214,385,Procedência em Parte do Pedido sem Aplicação de Medida Socioeducativa,A,4,False,Magistrado > Julgamento > Com Resolução do Mérito > Procedência em Parte do Pedido sem Aplicação de Medida Socioeducativa
15216,11009,Determinação de Citação,A,3,False,Magistrado > Despacho > Determinação de Citação
15223,3,Prejudicado o Pedido,A,3,False,Magistrado > Decisão > Prejudicado o Pedido
15225,11009,Indicação de Recurso como Representativo de Controvérsia,A,3,False,Magistrado > Despacho > Indicação de Recurso como Representativo de Controvérsia
15226,11009,Rejeição de Recurso Como Representativo de Controvérsia,A,3,False,Magistrado > Despacho > Rejeição de Recurso Como Representativo de Controvérsia
15227,11009,Reconsideração de Recurso como Representativo de Controvérsia,A,3,False,Magistrado > Despacho > Reconsideração de Recurso como Representativo de Controvérsia
15229,3,Indeferimento de Internação,A,3,True,Magistrado > Decisão > Indeferimento de Internação
15230,15229,Provisória,A,4,False,Magistrado > Decisão > Indeferimento de Internação > Provisória
15231,15229,Sanção,A,4,False,Magistrado > Decisão > Indeferimento de Internação > Sanção
15232,3,Manutenção da Internação,A,3,True,Magistrado > Decisão > Manutenção da Internação
15233,15232,Sanção,A,4,False,Magistrado > Decisão > Manutenção da Internação > Sanção
15234,12425,Sem Reinício de Prazo,A,4,False,Magistrado > Decisão > Unificação de Medidas Socioeducativas > Sem Reinício de Prazo
15235,12425,Com Reinício de Prazo,A,4,False,Magistrado > Decisão > Unificação de Medidas Socioeducativas > Com Reinício de Prazo
15237,12744,Justificação,I,5,False,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Audiência > de Justificação > Justificação
15238,11025,Homologação de Acordo ou Transação,A,4,False,Magistrado > Despacho > Suspensão ou Sobrestamento > Homologação de Acordo ou Transação
15244,3,Homologação de Acordo Parcial em Execução ou em Cumprimento de Sentença,A,3,False,Magistrado > Decisão > Homologação de Acordo Parcial em Execução ou em Cumprimento de Sentença
15245,456,Unificação de Medida Socioeducativa,A,5,False,Magistrado > Julgamento > Sem Resolução de Mérito > Extinção > Unificação de Medida Socioeducativa
15246,12286,Não Confirmada,A,5,False,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Citação > Eletrônica > Não Confirmada
15247,25,Por Expedição de Precatório,A,4,False,Magistrado > Decisão > Suspensão ou Sobrestamento > Por Expedição de Precatório
15248,25,Por Expedição de RPV,A,4,False,Magistrado > Decisão > Suspensão ou Sobrestamento > Por Expedição de RPV
15249,456,Morte do Adolescente/Socioeducando,A,5,False,Magistrado > Julgamento > Sem Resolução de Mérito > Extinção > Morte do Adolescente/Socioeducando
15250,456,Aplicação de Pena Privativa de Liberdade ao Adolescente/Socioeducando,A,5,True,Magistrado > Julgamento > Sem Resolução de Mérito > Extinção > Aplicação de Pena Privativa de Liberdade ao Adolescente/Socioeducando
15251,15250,Condição de Doença Grave do Adolescente/Socioeducando,A,6,False,Magistrado > Julgamento > Sem Resolução de Mérito > Extinção > Aplicação de Pena Privativa de Liberdade ao Adolescente/Socioeducando > Condição de Doença Grave do Adolescente/Socioeducando
15252,385,Extinção do processo de execução de medida socioeducativa em razão da perda do caráter pedagógico,A,4,False,Magistrado > Julgamento > Com Resolução do Mérito > Extinção do processo de execução de medida socioeducativa em razão da perda do caráter pedagógico
15253,218,Concessão de Remissão a Adolescente com Extinção do Processo,A,4,True,Magistrado > Julgamento > Sem Resolução de Mérito > Concessão de Remissão a Adolescente com Extinção do Processo
15254,15253,Justiça Restaurativa,A,5,False,Magistrado > Julgamento > Sem Resolução de Mérito > Concessão de Remissão a Adolescente com Extinção do Processo > Justiça Restaurativa
15255,15253,Sem Medida Socioeducativa,A,5,False,Magistrado > Julgamento > Sem Resolução de Mérito > Concessão de Remissão a Adolescente com Extinção do Processo > Sem Medida Socioeducativa
15256,15253,Liberdade Assistida,A,5,False,Magistrado > Julgamento > Sem Resolução de Mérito > Concessão de Remissão a Adolescente com Extinção do Processo > Liberdade Assistida
15257,15253,Prestação de Serviços à Comunidade,A,5,False,Magistrado > Julgamento > Sem Resolução de Mérito > Concessão de Remissão a Adolescente com Extinção do Processo > Prestação de Serviços à Comunidade
